Title,Old Price,Promotional Price,Rating,Link,Description
manette PG-P4010 sans fil Gaming Controller touchpad pour iOs android et PC,430.0,299.0,3.3,https://www.jumia.ma/generic-manette-pg-p4010-sans-fil-gaming-controller-touchpad-pour-ios-android-et-pc-64612835.html,"La manette de jeu sans fil PG-P4010Le pad PG-P4010 vous permet de donner une nouvelle dimension à votre expérience de jeu. Les moteurs générateurs de vibrations vous permettent d'augmenter l'immersion, tandis que 4 boutons programmables vous permettent de personnaliser davantage le contrôleur. L'appareil se distingue par sa large compatibilité et tient parfaitement dans vos mains. Il est également équipé d'un gyroscope à 6 axes et d'un pavé tactile capacitif.4 boutons programmablesPersonnalisez le tapis selon vos besoins et réalisez facilement les combinaisons les plus complexes. Le PG-P4010 propose 4 boutons programmables que vous pouvez facilement ajuster selon vos préférences. C'est votre nouvelle façon de remporter de grandes victoires dans vos jeux préférés !Plongez dans le gameplayVous voulez le plus d'immersion possible pendant le jeu ? Le pad PG-P4010 est parfait pour vous ! L'appareil est équipé de 2 moteurs qui génèrent des vibrations en fonction des événements à l'écran. Le contrôleur dispose également d'un gyroscope à 6 axes, qui détecte précisément votre position. Cela vous permet de profiter d'une douceur inégalée, même lorsque vous prenez des virages extrêmement serrés dans un jeu de course.Pavé tactile intégréDe plus en plus de jeux utilisent la fonctionnalité du pavé tactile pour rendre le jeu encore plus intéressant. Pour vous permettre de les jouer librement, le contrôleur PG-P4010 est doté d'un pavé tactile capacitif intégré pour une douceur et une précision inégalées.Grande compatibilitéQuel que soit le matériel sur lequel vous jouez, la manette vous aidera à vous améliorer de plus en plus. Le pad PG-P4010 est compatible avec la plupart des appareils populaires tels que PS3 et PS4, les ordinateurs, les ordinateurs portables, les smartphones et les tablettes. Il fonctionne parfaitement avec Windows 7/8/10, Android et iOS.Personnalisé pour les joueursLes poignées de la manette sont recouvertes de silicone antidérapant, résistant à la transpiration et tactile. En conséquence, l'appareil tient bien dans vos mains et offre un confort optimal. Son joystick pivote à 360° et garantit une précision incroyable, tandis que les boutons rétroéclairés par LED sont non seulement magnifiques, mais également plus visibles la nuit. Le contrôleur est également doté de déclencheurs pratiques, d'un haut-parleur intégré et d'un port jack 3,5 mm pour connecter des écouteurs."
Ge Souris Wired Gaming RGB- Noir,220.0,165.0,,https://www.jumia.ma/ge-souris-wired-gaming-rgb-noir-62122500.html,"Pictek Souris Wired gaming RGBÉtincelle la nuit : cette souris de jeu dispose d'une lumière RGB cool avec 7 modes de rétroéclairage. En raison de la conception en nid d'abeille et des perles de lampe excellente  lumineuses, son éclairage RGB est beaucoup plus élevé et brillant que la plupart des autres souris RGB, de sorte qu'il peut offrir un effet d'éclairage plus immersif et dynamique pour votre espace de jeu.Choisissez l'équipement de jeu le plus léger :pour certains jeux qui nécessitent une faible sensibilité pour une meilleure précision, il faut plus de levage ou de mouvements de la souris. Nos souris sont livrées avec une coque en nid d'abeille ultra légère et ne pèse que 70 g, elle est donc facile à déplacer et vous aurez moins d'efforts pour la soulever du tapis de souris.Mouvement rapide avec moins de traînée :au lieu de câbles de revêtement en caoutchouc, le câble de la souris filaire PICTEK est fabriqué en paracorde en haut qui est plus flexible, léger et pas facile à nouer. Il permet à la souris de se déplacer librement sans aucune restriction dans le jeu et vous donne l'impression d'utiliser une souris sans filGardez votre jeu sous contrôle :avec 6 boutons programmables et 6 niveaux DPI (1200/2400/3500/5500/7200/10000), la souris PICTEK RGB vous offre une option programmable pour différents scénarios de jeu. Vous pouvez régler les boutons selon vos préférences ou ajuster le DPI à une sensibilité qui vous convient le mieuxCaractéristiques techniques : Model : Pictek Souris Wired gaming RGB Liaison : Filaire Technologie de détection de mouvement : Optique Nombre de boutons : 6 Roulette à défilement : Oui Port USB : Oui Dimensions (l x p x h) : 8.8 x 5 x 14 cm Poids net : 70g Produit neuf."
Dobe Station de charge rapide pour Playstation 4 Slim/Pro,350.0,190.0,,https://www.jumia.ma/dobe-station-de-charge-rapide-pour-playstation-4-slimpro-65434931.html,"Sur le produit:Ce produit est conçu pour charger deux contrôleurs PS4 en même temps. Une fois le produit connecté à l'alimentation électrique, vous pouvez connaître l'état de charge du contrôleur PS4 en temps réel grâce à la marque commerciale du produit et au voyant d'état de charge affiché sur la lentille translucide à l'avant du produit. Le chargeur utilise une tension d'entrée standard de 5V cc et est compatible avec diverses interfaces USB. Aucune alimentation électrique spéciale n'est nécessaire. Doté d'une apparence nouvelle et belle, d'une utilisation pratique et d'une bonne praticité, ce produit est un accessoire de jeu qui vaut la peine d'être acheté pour les utilisateurs de ps4.Spécifications du produitL tension: USB 5V (connecté à la console via un câble USB accessoire);L courant: le courant de charge Maximum est jusqu'à 800mA dans le cas de charger un seul contrôleur PS4 d'origine; le courant de charge maximum est de 400mA pour l'un des deux contrôleurs PS Move d'origine chargés en même temps.L temps de charge: la manette PS4 d'origine peut être complètement chargée en 2.5 à 3 heuresL Dimensions (longueur * largeur * hauteur):L Matériel: ABSLongueur du câble USB l: 80cmMode D'emploi:"
EA Sports FC 24 PS5 ( FIFA 24 PS5 ),699.0,347.0,5.0,https://www.jumia.ma/ea-sports-fc-24-ps5-fifa-24-ps5-65043862.html,"EA SPORTS FC™ 24 marque une nouvelle ère dans The World's Game (le jeu Universel) : plus de 19 000 joueurs sous licence, plus de 700 équipes et plus de 30 compétitions forment le jeu de football le plus réaliste jamais créé.Plongez au cœur du jeu grâce à des technologies de pointe qui apportent un réalisme sans précédent lors de chaque match : HyperMotionV**, les Styles de jeu optimisés par Opta et un moteur de jeu Frostbite™ repensé.La technologie HyperMotionV permet de capturer les actions dans des conditions réelles avec des données volumétriques issues de plus de 180 matchs masculins et féminins pour retranscrire dans le jeu des mouvements précis et réalistes.Les Styles de jeu redéfinissent les athlètes grâce à la transformation des données Opta et d’autres sources en capacités signatures qui renforcent le réalisme et la singularité de chacun.Totalement repensé, le moteur Frostbite™ permet de retranscrire The World's Game (le jeu Universel) avec un réalisme saisissant pour renforcer le caractère immersif de chaque match.Créez des légendes de clubs et faites progresser votre effectif avec les nouvelles Évolutions Ultimate Team™ et alignez des joueuses sur le terrain aux côtés des hommes pour créer votre équipe de rêve.Écrivez votre propre histoire dans des carrières de joueur et de manager, et rejoignez vos amis sur le terrain grâce aux fonctions Cross-Play*** dans Clubs et VOLTA FOOTBALL™.EA SPORTS FC™ 24 est le prochain chapitre d'un avenir du football encore plus innovant."
Sony Horizon Zero Dawn - PlayStation Hits,499.0,299.0,5.0,https://www.jumia.ma/sony-horizon-zero-dawn-playstation-hits-39512487.html,"Jeu RPG d'action Horizon Zero Dawn sur PlayStation 4, Histoire des aventures d'Aloy, une jeune chasseuse, dans un monde où les humains ne sont plus l'espèce dominante, Pour les gamers et les fans de jeu d'action et de RPGDes graphismes à couper le souffle avec un jeu en open-world post-apocalyptique dynamique, Incarnez une chasseuses agile armée d'un tir à l'arc dans des combats variés face aux machines et aux tribues rivales dans un monde redevenu Compatible avec les consoles PS4 et PS4 Pro pour une expérience de jeu plus intense et optimisée grâce à la résolution 4k de la consoleCaractéristiques : Entrée du jeu Horizon Zero Dawn dans la gamme PS Hits, Version physique, 1 Joueur, Disponible en audio et en version sous-titrée français et anglais"
UBISOFT Mario + The Lapins Crétins Sparks of Hope Nintendo Switch,1.0,329.0,5.0,https://www.jumia.ma/ubisoft-mario-the-lapins-cretins-sparks-of-hope-nintendo-switch-59821306.html,"Mario, Lapin Peach et leurs amis sont de retour pour une nouvelle aventure galactique ! Cursa, une entité mystérieuse et malveillante, recherche de l’énergie pour mettre à exécution son abominable plan qui plongera la galaxie dans le chaos. Corrompant les planètes avec son influence maléfique, cette entité est déterminée à consommer l’énergie de toutes les Sparks, d’insolites créatures formées par la fusion de Lumas et de Lapins Crétins, et à détruire tous ceux qui se trouveront sur son chemin. Afin de ramener l’ordre dans la galaxie et sauver les Sparks, Mario et ses amis devront faire équipe avec les Héros Lapins Crétins dans un nouveau voyage qui les conduira à travers d’énigmatiques et fascinantes planètes.Rejoignez-les dans leur quête pour déjouer les plans de Cursa et se ses dangereux sbires et explorez une grande diversité de planètes aux secrets hilarants, peuplées d’habitants surprenants. Affrontez vos ennemis grâce à un système de combat innovant mêlant tactiques de tour par tour et action en temps réel. Quand cette improbable équipe combine ses forces avec l’immense énergie des Sparks, tout est possible… pour le meilleur ou pour le pire !Seule l'équipe de Héros la plus extravagante pourra raviver les étincelles d’espoir à travers la galaxie !"
"Data Frog Bâton de jeu sans fil pour touristes, poignée de jeu rétro, sortie HDMI, adaptée aux jeux PS1",750.0,424.15,,https://www.jumia.ma/data-frog-baton-de-jeu-sans-fil-pour-touristes-poignee-de-jeu-retro-sortie-hdmi-adaptee-aux-jeux-ps1-64134813.html,"Plusieurs formats d'émulateur: Pour ps1/atari/mame/sfc/fc/gba/gb/gbc/md prend en charge les émulateurs. Avec deux manettes sans fil, la cerise sur le gâteau.Sortie HD: prend en charge la sortie vidéo TV Ultra HD 4K (1080p/720p) et les moniteurs et projecteurs avec entrée HDMI.Prise en charge des jeux à télécharger: cette console de jeu permet aux joueurs de rechercher des jeux, aux joueurs de personnaliser leurs jeux préférés, et peut jouer et télécharger des jeux par eux-mêmes. Équipé de deux joysticks sans fil pour jouer à tous les grands jeux, vous faire profiter encore plus du jeu, vous permet de vous souvenir et de profiter de votre enfance rapidement! Si vous avez besoin d'une liste de jeux, vous pouvez contacter le service client pour une liste de jeux!1. Liste des jeux, y compris pour ps1/atari/mame/sfc/fc/gba/gb/gbc/md jeux émulateur, total(64G) 20000 + jeux2. Historique du jeu, liste d'enregistrement du jeu, classé par heure d'entrée au jeu3. Collection de jeux, vous pouvez utiliser le bouton START pendant trois secondes pour collecter ou collecter vos jeux préférés"
Guerrilla Horizon Forbidden West Edition PS5,899.0,449.0,,https://www.jumia.ma/guerrilla-horizon-forbidden-west-edition-ps5-64635734.html,"PRESENTATION DU JEURejoignez Aloy tandis qu'elle s'aventure dans l'Ouest prohibé, un territoire dangereux qui abrite de mystérieuses nouvelles menaces.Un immense monde ouvert – découvrez des terres lointaines, de nouveaux ennemis, des cultures riches et des personnages saisissants.Un endroit majestueux – explorez les forêts verdoyantes, les villes submergées et les montagnes titanesques d'une Amérique futuriste.De nouveaux dangers – participez à des combats stratégiques contre d'énormes machines ou vos semblables à l'aide d'armes, d'équipement et de pièges fabriqués à partir de pièces récupérées.Des mystères étonnants – découvrez ce qui se cache derrière l'effondrement imminent de la Terre et débloquez un chapitre secret des temps anciens… un chapitre qui va bouleverser Aloy à jamais.Fonctionnalités PlayStation®5 :Utilisez le voyage rapide et reprenez votre partie presque instantanément grâce au SSD ultra rapide de la PS5™ et aux temps de chargement très courts.Jouez en profitant de la 4K, du HDR et d'un mode Performances pour viser les 60 IPS.*Ressentez l'impact de vos attaques grâce à la rétroaction haptique de la manette sans fil DualSense™, et servez-vous de votre arc, de votre grappin et de vos autres armes comme si vous y étiez avec les gâchettes adaptatives de la manette sans fil DualSense™.Écoutez les bruits de votre environnement tout autour de vous grâce à la technologie audio 3D Tempest de la PS5 (nécessite un casque compatible).*Téléviseur ou écran compatible 4K/HDR requis pour bénéficier de la 4K et de la HDR"
Dobe Stores + Right Joy-con prompt ket pour NintendSwitch,250.0,169.0,,https://www.jumia.ma/dobe-stores-right-joy-con-prompt-ket-pour-nintendswitch-65114117.html,"GamepadsCe gamepad est compatible avec Nintendo, ce qui le rend idéal pour tous les fans de jeux Nintendo.Avec son design ergonomique, ce gamepad offre une prise en main confortable pour une longue session de jeu sans fatigue des poignets.Fabriqué en matériau ABS robuste, ce gamepad résiste à l'usure et assure une longue durée de vie, même avec une utilisation intensive.DATA FROG support Joy-con gauche + droite pour Nintendo Switch ABS Gamepad poignée poignée joypad support pour accessoires de jeu"
Câble de charge de synchronisation Mini USB rapide pour contrôleur PS3...-1.5m emballage plastique,99.0,58.0,3.0,https://www.jumia.ma/generic-cable-de-charge-de-synchronisation-mini-usb-rapide-pour-controleur-ps3...-1.5m-emballage-plastique-35767243.html,"La descriptionCe câble USB 2.0 Type A mâle vers Mini B à 5 broches, Long 5 pieds, et dispose d'unun connecteur USB type A standard à une extrémité et un connecteur mini type B à l'autre. .Ce câble USB peut se charger rapidement et se synchroniser correctement avec les téléphones portables, le contrôleur PS3,Lecteurs MP3 / MP4, appareils photo numériques / caméscope Ti-84 Plus, tablettes, etc.Compatible avec Garmin Garmin-GPS-Navigatorr-Nuvi, GoPro HERO HD,Contrôleur HERO2, HERO3 +, PS3.spécification Connecteur 1: USB 2.0 Type B mâle; Connecteur 2: USB 2.0 mini 5 broches mâleTaux de transfert haute vitesse jusqu'à 480 MbpsEntièrement compatible avec PC et MacContenu du colis Câble USB USB 2.0 Mini 5PIN x 1pcs"
Console de Jeu Vidéo Rétro Portable,230.0,149.0,,https://www.jumia.ma/generic-console-de-jeu-video-retro-portable-65099630.html,"Cette console de jeu portable avec 400 jeux classiques intégrés sera votre meilleur choix pour profiter du plaisir et le partager avec votre famille,"
"Data Frog Console de jeu vidéo rétro M15, 2.4 Go, 64 Go, manettes sans fil pour touristes, sortie HD",650.0,550.0,3.0,https://www.jumia.ma/generic-data-frog-console-de-jeu-video-retro-m15-2.4-go-64-go-manettes-sans-fil-pour-touristes-sortie-hd-64139484.html,"Sortie HD: prend en charge la sortie vidéo TV Ultra HD 4K (1080p/720p) et les moniteurs et projecteurs avec entrée HDMI. Prise en charge des jeux à télécharger: cette console de jeu permet aux joueurs de rechercher des jeux, aux joueurs de personnaliser leurs jeux préférés, et peut jouer et télécharger des jeux par eux-mêmes. Équipé de deux joysticks sans fil pour jouer à tous les grands jeux, vous faire profiter encore plus du jeu, vous permet de vous souvenir et de profiter de votre enfance rapidement! Si vous avez besoin d'une liste de jeux, vous pouvez contacter le service client pour une liste de jeux!1. Liste des jeux, y compris pour ps1/atari/mame/sfc/fc/gba/gb/gbc/md jeux émulateur, total(64G) 20000 + jeux2. Historique du jeu, liste d'enregistrement du jeu, classé par heure d'entrée au jeu3. Collection de jeux, vous pouvez utiliser le bouton START pendant trois secondes pour collecter ou collecter vos jeux préférés"
Bandai Namco Shippuden Ultimate Ninja Storm 4 Road to Boruto PS4,447.0,299.0,4.5,https://www.jumia.ma/bandai-namco-shippuden-ultimate-ninja-storm-4-road-to-boruto-ps4-61421669.html,"Dans le nouveau village caché de la feuille, découvrez une nouvelle histoire et des combats avec Boruto ! Alors que vous faites le maximum pour réussir votre examen chuunin, une nouvelle attaque menace le monde shinobi. L'impétueux Momoshiki et son fidèle serviteur Kinshiki vous emmènent dans une cruelle bataille. Serez-vous assez puissant pour les vaincre ?-Découvrez l'histoire de « Boruto: Naruto The Movie »-Jouez avec de nouveaux combattants tels que Boruto, Sarada et Mitsuki-Maitrisez de nouvelles techniques combinées, des anciennes et nouvelles générations-Regardez vos amis jouer grâce au tout nouveau mode spectateur"
Étui pour manette PS5 en silicone souple antidérapante,169.0,129.9,5.0,https://www.jumia.ma/generic-etui-pour-manette-ps5-en-silicone-souple-antiderapante-64222424.html,"1. silicone de qualité médicale de haute qualité empêche tout dommage à votre manette de jeu des chocs, rayures, poussière, saleté;2. Très facile à installer et à retirer, s'adapte parfaitement au contrôleur, vous offre une expérience de jeu confortable."
Chargeur pour PS5 Contrôleur Station Avec Double Dock De Charge Rapide PS5 Sans Fil Contrôleur,299.0,126.65,5.0,https://www.jumia.ma/generic-chargeur-pour-ps5-controleur-station-avec-double-dock-de-charge-rapide-ps5-sans-fil-controleur-64549752.html,"Chargez deux contrôleurs PS5 simultanément avec la fonction de dock de charge double.Charge rapide:Le chargeur GAMINJA P51 pour station de contrôle PS5 offre une charge rapide, garantissant que vos contrôleurs sont prêts à être utilisés en un rien de temps.Recharge sans fil:Avec la fonction de charge sans fil, vous pouvez charger vos contrôleurs PS5 sans avoir besoin de câbles, ce qui le rend plus pratique et sans encombrement.Certification CE:Le chargeur GAMINJA P51 pour station de contrôle PS5 est certifié CE, ce qui garantit qu'il répond aux normes de sécurité et de qualité établies par l'Union européenne.Dock de chargement double:Chargez deux contrôleurs PS5 simultanément avec la fonction de dock de charge double.Charge rapide:Le chargeur GAMINJA P51 pour station de contrôle PS5 offre une charge rapide, garantissant que vos contrôleurs sont prêts à être utilisés en un rien de temps.Recharge sans fil:Grâce aux capacités de charge sans fil, vous pouvez charger vos contrôleurs PS5 sans avoir besoin de câbles, ce qui le rend plus pratique et sans encombrement.Certification CE:Le chargeur GAMINJA P51 pour station de contrôle PS5 est certifié CE, ce qui garantit qu'il répond aux normes de sécurité et de qualité établies par l'Union européenne.Dock de chargement double:Chargez deux contrôleurs PS5 simultanément avec la fonction de dock de charge double.Charge rapide:Le chargeur YLW P51 pour station de contrôleur PS5 offre une charge rapide, garantissant que vos contrôleurs sont prêts à être utilisés en un rien de temps.Recharge sans fil:Avec la fonction de charge sans fil, vous pouvez charger vos contrôleurs PS5 sans avoir besoin de câbles, ce qui le rend plus pratique et sans encombrement.Certification CE:Le chargeur YLW P51 pour la station de contrôleur PS5 est certifié par CE, garantissant qu'il répond aux normes de sécurité et de qualité établies par l'Union européenne."
"Dobe Étui en TPU pour Joy-Con Switch, Lite et Oled Couvercle protection Transparent",187.0,143.5,,https://www.jumia.ma/dobe-etui-en-tpu-pour-joy-con-switch-lite-et-oled-couvercle-protection-transparent-64786849.html,"Étui en TPU pour Joy-Con Switch, Lite et Oled Couvercle de protection Transparent. Coque scintillante Ajoutez de l'éclat tout en affichant la couleur originale ou une autre peau de joie. La coque Joycon de protection transparente peut être assortie aux poignées Joycon de toutes les couleurs. Ne vous inquiétez pas, une utilisation à long terme effacera vos motifs de peau préférés. L'étui Joycon est robuste et durable, absorbe les chocs, étanche et anti-chute, et protège vos Joycons des rayures ou des blessures causées par l'utilisation quotidienne et les chutes."
Pegi Pokémon Violet  Nintendo Switch,699.0,629.0,1.0,https://www.jumia.ma/pegi-pokemon-violet-nintendo-switch-61428125.html,"La nouvelle génération de Pokémon arrive sur Nintendo Switch le 18 novembre !Découvrez Paldea, un vaste monde ouvert inspiré des paysages ibériques, et qui, pour la première fois dans l’histoire Pokémon, est entièrement explorable ! Plongez dans des terres baignées de soleil et regorgeant d’environnements lumineux, où cohabitent de nombreux Pokémon à attraper ! Ajustez votre uniforme d’étudiant(e) et incarnez un(e) élève avec une soif de savoir et de voyage sans égal ! Avec votre tout premier Pokémon, poussez les portes de l’académie la plus prestigieuse de la région, vivez au rythme des cours et des nouvelles rencontres, et lancez-vous dans une quête trépidante : la chasse au trésor ! Découvrez librement la région de Paldea à dos de Pokémon… Légendaire ? En fonction de votre version, les flamboyants dragons Koraidon ou Miraidon seront vos acolytes de voyage, et vous permettront de gravir des montagnes, traverser des torrents ou même planer dans les airs, en solo ou en multijoueur en ligne ! Une fois vos premiers Pokémon capturés, et pour la première fois dans la série, lancez-vous à l’assaut des arènes de la région dans l’ordre que vous voulez ! Vivez votre aventure au rythme de vos envies à Paldea, car devenir Maître Pokémon n’est pas votre seul objectif…À vous de découvrir quels mystères vous attendent dans le monde ouvert de Pokémon Écarlate et Pokémon Violet, dès le 18 novembre, exclusivement sur Nintendo Switch !"
Charge Batterie  Hoverboard,900.0,579.0,,https://www.jumia.ma/charge-batterie-hoverboard-65676274.html,"Batterie hoverbrdModel XM-18650-1-2PVOLTAGE 36VCapacity 4400mAhRATE PWER 158,4whDimension 135mm length/ 90mm width/ 60mm high"
Sony Pack 2 Jeux PS4 : The Last Of Us Remastered + God of War,899.0,589.0,,https://www.jumia.ma/sony-pack-2-jeux-ps4-the-last-of-us-remastered-god-of-war-64579337.html,"Serez-vous le dernier survivant dans The Last of Us™?Quand le monde tel que vous le connaissiez n'existe plus, quand la ligne entre le bien et le mal devient floue, quand la mort se manifeste au quotidien, jusqu'où iriez-vous pour survivre ?Pour Joel, la survie est une préoccupation quotidienne qu'il gère à sa manière. Mais quand son chemin croise celui d'Ellie, leur voyage à travers ce qui reste des États-Unis va mettre à rude épreuve leur humanité et leur volonté de survivre.Points forts- Plongez-vous dans une histoire captivante et survivez dans un monde hostile.- Découvrez le décor imposant et effrayant d'une Amérique post-pandémique.- Survivez en ligne dans un mode multijoueur sans merci."
"Etui pour console, sacoche, pour rangement pour nintendo switch",199.0,159.0,5.0,https://www.jumia.ma/generic-etui-pour-console-sacoche-pour-rangement-pour-nintendo-switch-64425425.html,"Protège votre Nintendo Switch Pochette cloisonnée et rembourrée protégeant votre écran, incluant une poche en maille pour y ranger vos jeux 2 boîtes de rangement pour jeux Chacune de ces boîtes peut contenir 4 jeux Nintendo Switch 2 boîtes de rangement pour cartes Micro SD Chacune de ces boîtes peut contenir 2 cartes Micro SD et s'imbrique parfaitement à l'intérieur de la boîte de rangement pour jeux. Ce modèle est livré par le fabricant sous forme d'un assortiment aléatoire de plusieurs modèles et/ou coloris. Il nous est donc impossible de vous proposer un modèle et/ou un coloris en particulier."
Guerrilla Horizon Forbidden West Edition PS5,799.0,499.0,,https://www.jumia.ma/guerrilla-horizon-forbidden-west-edition-ps5-63027282.html,"PRESENTATION DU JEURejoignez Aloy tandis qu'elle s'aventure dans l'Ouest prohibé, un territoire dangereux qui abrite de mystérieuses nouvelles menaces.Un immense monde ouvert – découvrez des terres lointaines, de nouveaux ennemis, des cultures riches et des personnages saisissants.Un endroit majestueux – explorez les forêts verdoyantes, les villes submergées et les montagnes titanesques d'une Amérique futuriste.De nouveaux dangers – participez à des combats stratégiques contre d'énormes machines ou vos semblables à l'aide d'armes, d'équipement et de pièges fabriqués à partir de pièces récupérées.Des mystères étonnants – découvrez ce qui se cache derrière l'effondrement imminent de la Terre et débloquez un chapitre secret des temps anciens… un chapitre qui va bouleverser Aloy à jamais.Fonctionnalités PlayStation®5 :Utilisez le voyage rapide et reprenez votre partie presque instantanément grâce au SSD ultra rapide de la PS5™ et aux temps de chargement très courts.Jouez en profitant de la 4K, du HDR et d'un mode Performances pour viser les 60 IPS.*Ressentez l'impact de vos attaques grâce à la rétroaction haptique de la manette sans fil DualSense™, et servez-vous de votre arc, de votre grappin et de vos autres armes comme si vous y étiez avec les gâchettes adaptatives de la manette sans fil DualSense™.Écoutez les bruits de votre environnement tout autour de vous grâce à la technologie audio 3D Tempest de la PS5 (nécessite un casque compatible).*Téléviseur ou écran compatible 4K/HDR requis pour bénéficier de la 4K et de la HDR"
Dobe Adaptateur chargeur de base de chargement pour console de jeu,399.0,179.0,,https://www.jumia.ma/adaptateur-chargeur-de-base-de-chargement-pour-console-de-jeu-dobe-mpg902160.html,"Fonctionnalités: . Base de chargement de la console de jeux. . Le produit est d'apparence , simple à utiliser, pratique et pratique pour les joueurs de jeux Switch. Spécification: Interface: TYPE C Modèle: TNS-855 Courant de charge: 300A La couleur noire Taille: 8,1 cm * 5,0 cm * 12,1 cm Emballage inclus: 1 x station de chargement pour console de jeux Remarques: 1. En raison de la différence entre les différents moniteurs, l'image peut ne pas refléter la couleur réelle de l'élément. Nous garantissons que le style est le même que celui indiqué dans les images. 2. En raison de la mesure manuelle et des différentes méthodes de mesure, veuillez permettre un écart de 1 à 3 cm."
USB Data Cable pour Playstation 4 Slim et Pro 2 Mètres PS4 Controller,92.0,78.2,5.0,https://www.jumia.ma/generic-usb-data-cable-pour-playstation-4-slim-et-pro-2-metres-ps4-controller-51755269.html,"Ce câble de données USB convient à la PS4 Slim/Pro et peut également être utilisé pour les contrôleurs de jeu. Charge et synchronisation des données, non seulement disponible pour la charge, mais prend également en charge la transmission de données pour PS4 Slim / Pro. Le câble est fabriqué dans un matériau ABS de haute qualité, durable pour une utilisation prolongée et une longue durée de vie. Conçu avec une longueur de 2 mètres, aucune limite de distance lorsque vous jouez avec votre console PS4. Construit avec un anneau magnétique anti-interférence pour assurer une charge stable et une synchronisation des données à grande vitesse.1,Compatbile for PS4 / Slim / Pro / Xboxones / PC2,Charge and sync transfer for the PS4 controller3,With magnet ring,more safe and durable4,Materil:High quality ABS, more durable5,Cable length:1.8M 6,Packing Included:1* USB Sync&charging cable"
"Dobe Chargeur manette PS4 double Station de charge PS4, PS4 Pro, PS4 Slim",246.0,169.5,,https://www.jumia.ma/dobe-chargeur-manette-ps4-double-station-de-charge-ps4-ps4-pro-ps4-slim-64786208.html,"La station de charge double Dobe PS4 est conçue pour répondre aux exigences de charge de la manette. Il peut être utilisé pour charger simultanément 2 manettes PS4. Double port micro USB Vous permet de charger deux manettes PS4 simultanément sans avoir à les connecter au système PS4. Quatre colles antidérapantes pour garantir un équilibre stable et éviter un mauvais déplacement de la station de chargement. Chargez votre contrôleur rapidement Seulement 2 heures de temps de charge entièrement rapide, sans plus de temps pour charger deux contrôleurs en même temps. Deux ports micro USB standard avec le tampon anti-rayures pour garder votre contrôleur en sécurité et complètement chargé."
Santa Monica Studio God of War Ps4,357.0,294.0,5.0,https://www.jumia.ma/santa-monica-studio-god-of-war-ps4-58987430.html,"Plus de 5 ans après Ascension, Santa Monica Studio revient avec un nouvel épisode de God of War. La licence semblait essoufflée, en fin de vie, l’annonce d’un nouvel épisode à l’E3 2016 avait de quoi faire peur. Le studio a-t-il réussi le pari de proposer une aventure inoubliable"
UBISOFT Far Cry 6 - Jeu PS4/PS5,555.0,395.0,5.0,https://www.jumia.ma/far-cry-6-jeu-ps4ps5-ubisoft-mpg1363681.html,"Antón Castillo a accédé au pouvoir sur l'île de Yara en promettant au peuple de rendre à leur nation sa grandeur passée, et veut imposer sa propre vision du paradis coûte que coûte. Alors que son fils de 13 ans, Diego, suit à contrecœur le chemin sanglant tracé par son père, Antón tient le futur de Yara fermement entre ses mains.Située au cœur des Caraïbes, Yara est un paradis tropical figé dans le temps. Des décennies de sanctions économiques ont dévasté la nation, aujourd'hui appauvrie et divisée. Tandis qu'une partie des habitants de Yara suivent Antón aveuglément, d'autres sont subjugués par la promesse d'un nouveau paradis. Devant la brutalité croissante des méthodes du dictateur, le peuple se révolte et l'insurrection se répand à travers le pays.Dans Far Cry® 6, les joueurs se retrouvent plongés au cœur d'une guérilla moderne, dans un monde en plein chaos. Incarnez Dani Rojas et opposez-vous au régime d'Antón lors de combats intenses dans la jungle luxuriante et les villes en ruine de Yara. Pour être de taille à affronter les forces militaires de Castillo, vous devrez adopter l'état d'esprit local et fabriquer ce dont vous avez besoin avec ce que vous avez. Utilisez un arsenal unique de nouveaux véhicules, armes et compagnons animaliers plus surprenants les uns que les autres, pour mener une révolution qui réduira le régime tyrannique d'Antón en cendres."
